,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
847,karnataka government ministers and kungre sadh malikars son priyankh khages son priyankh khage have created a controversy after imposing a ban on rss and bhajrang dal in dakhchi raj karnataka bjps dekh nalin kumar kateel has hit back at riyanka if kungroj bhajrang if she tries to put leaves on the party or rss then she will be reduced to ashes,0,0_bjp_gandhi_bjps_rahul,"['bjp', 'gandhi', 'bjps', 'rahul', 'karnataka', 'kejriwal', 'baddhar', 'pradesh', 'modi', 'manipur']","['have you seen it in karnataka nedha and bodh of bjp did a long research and sang in the corner what is the result in your election so bjp was worried that they won a huge victory and saw the result for themselves as soon as congress party gets together bjp will win in karnataka and i am telling you from this stage that you have not seen bjp in madhya pradesh you will see congress party winning that because we are standing with the poor the whole country is sad that what narendra modiji bjp means is to torment two teen people and hand over the entire country to them kumgaresh means to stand with the poor to fight with the poor and to support the poor i have to do it millions of people who love me', 'i would to ask lg sahav that why did you come to inaugurate the university whose entire construction was done by the former government put pressure on unversti and told him that you did not get me inaugurated if bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw', 'the congress talked about unemployment inflation and all these things and what the people want is given to them and elections are being held on their brotherinlaw if you dont talk about the same place then that is the ground which the congress gave what did you do local why did you do anything brag about what people want if any party had made a vada for itself then every day the jp would have given it huge revenue if the bjp had given something to the people for free then it would have brought it before the people in the name of kalyangari yojana if any other party wanted to do the same then it would have disappeared if the party had increased the party the party would have become party but congress made full use of this party in its own way']",bjp - gandhi - bjps - rahul - karnataka - kejriwal - baddhar - pradesh - modi - manipur,0.6572418055841667,False
848,manipur is burning or what are you sewing next countrys senior minister ji you are on tour in america i am sure manipur is hinting that the people who have come out of america are the same you keep dying the shops are burning you keep burning there is no decrease in vishu guru jis love and he is saying that he is an army officer players livia and syria are there for us we have not stopped from this we will give back the medals we are not after ourselves we are the best our guru our guru our guru our guru our guru our guru our guru our guru our guru our guru our guru our guru our guru our guru our guru our guru our guru our guru guru ji,0,0_bjp_gandhi_bjps_rahul,"['bjp', 'gandhi', 'bjps', 'rahul', 'karnataka', 'kejriwal', 'baddhar', 'pradesh', 'modi', 'manipur']","['have you seen it in karnataka nedha and bodh of bjp did a long research and sang in the corner what is the result in your election so bjp was worried that they won a huge victory and saw the result for themselves as soon as congress party gets together bjp will win in karnataka and i am telling you from this stage that you have not seen bjp in madhya pradesh you will see congress party winning that because we are standing with the poor the whole country is sad that what narendra modiji bjp means is to torment two teen people and hand over the entire country to them kumgaresh means to stand with the poor to fight with the poor and to support the poor i have to do it millions of people who love me', 'i would to ask lg sahav that why did you come to inaugurate the university whose entire construction was done by the former government put pressure on unversti and told him that you did not get me inaugurated if bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw', 'the congress talked about unemployment inflation and all these things and what the people want is given to them and elections are being held on their brotherinlaw if you dont talk about the same place then that is the ground which the congress gave what did you do local why did you do anything brag about what people want if any party had made a vada for itself then every day the jp would have given it huge revenue if the bjp had given something to the people for free then it would have brought it before the people in the name of kalyangari yojana if any other party wanted to do the same then it would have disappeared if the party had increased the party the party would have become party but congress made full use of this party in its own way']",bjp - gandhi - bjps - rahul - karnataka - kejriwal - baddhar - pradesh - modi - manipur,0.2824168306190087,False
849,and where only 4 people came from us max rijansan hey we have also cooked utfo where are you staying in 2014 when commerce from people sent to meet me form live effect of us send a warning message or at home now we will received an warning from the people,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
850,you know the one who had eyes but no eyesight he used to live so much in his childhood and considered the stone as a god he once considered the stone as a deity and the girl explained to him that he should use his intelligence jogi nahi ti bahud whom you consider to be a god he is maelistone he is the one who dips in joy he is not a sakha deity see he told from here that he has gone to delhi so many kilometers talk about tamuttas talk about employment talk about good times mengai and talk about senior four this is exploitation done to keep the people loyal to those idiots,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
851,if i mention the name of rahul gandhi today if i talk to someone from kashmir and support rahul gandhi then people will shower their praises on me if i say modis name i will get breakfast in ten places deyale t is this rahul gandhi is doing the worst kind of purification if i say after breakfast what after breakfast what after breakfast what after breakfast what after breakfast what after breakfast what after breakfast what after breakfast what after breakfast what should i say,4,4_modi_modiji_gandhi_modis,"['modi', 'modiji', 'gandhi', 'modis', 'hai', 'ji', 'india', 'minister', 'narendra', 'indian']","['pyam modi is going to america on june 21 india badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan', 'how did americas people flatter money in the name of narendra modi there was a time when america had refused to even give a visa to the prime minister of our country modi ji and today in the white breath of the same america modi jis name sounds this no where can the worlds biggest arab husband open his mouth that he is a big fan of modi ji you know you know how did muska earn crores of rupees by becoming a fan of modi ji but first he will definitely switgrap the heat modi bhischichal the real modi during his visit to america when he met ruwa lon muss lon muss was so impressed by modi ji that he said that he would be a big fan of modi ji and now his tesla company will soon make a huge investment in india then what now now his great grandfather baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji', 'gorgpurbhe today modichi once again came to give green signal to troy about vande but modichi who considered me a fool made a big statement on the vande procession did not give even a single flight to wish farewell to the countrys middecember and to provide support today the leader from every corner of the country wrote to me you say run vande barat from our area also this is a rage of vande barat we tell you the truth about modi ji who fooled the public on vande barat vande barat is a train on which people sometimes showered stones sometimes it comes then with the chirping of a matter its next hissing is broken the next barat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat barat barat barat barat barat barat barat barat']",modi - modiji - gandhi - modis - hai - ji - india - minister - narendra - indian,0.9003930394098606,False
852,the murderer of that sister is not that scoundrel but also those famous persons who witnessed the incident,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
853,and my aim will be that in the coming days i will go to every state and say that the time has come that we all should join together and fight against modiji today i want to tell you one thing from me yes modi i always want to tell the children what i say i also want to tell you what i say that heaven does not them heaven does not want them heaven says enough i have given you a lot of time the blessings of a rich man are false and they do not please you to be seen in the affairs of common heaven,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
854,according to adanyadji prime minister narendra modi has been cursed by the newspaper headlines adanyadji narendra modi b in the world of science you pradanmantri narendra modi b seemed a superman bi bakshkh ke pure tenge bi bakshkh ke pure tenga modi ji is on the front page of baksh today b b b b b b b b b b b b b b b,4,4_modi_modiji_gandhi_modis,"['modi', 'modiji', 'gandhi', 'modis', 'hai', 'ji', 'india', 'minister', 'narendra', 'indian']","['pyam modi is going to america on june 21 india badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan', 'how did americas people flatter money in the name of narendra modi there was a time when america had refused to even give a visa to the prime minister of our country modi ji and today in the white breath of the same america modi jis name sounds this no where can the worlds biggest arab husband open his mouth that he is a big fan of modi ji you know you know how did muska earn crores of rupees by becoming a fan of modi ji but first he will definitely switgrap the heat modi bhischichal the real modi during his visit to america when he met ruwa lon muss lon muss was so impressed by modi ji that he said that he would be a big fan of modi ji and now his tesla company will soon make a huge investment in india then what now now his great grandfather baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji', 'gorgpurbhe today modichi once again came to give green signal to troy about vande but modichi who considered me a fool made a big statement on the vande procession did not give even a single flight to wish farewell to the countrys middecember and to provide support today the leader from every corner of the country wrote to me you say run vande barat from our area also this is a rage of vande barat we tell you the truth about modi ji who fooled the public on vande barat vande barat is a train on which people sometimes showered stones sometimes it comes then with the chirping of a matter its next hissing is broken the next barat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat barat barat barat barat barat barat barat barat']",modi - modiji - gandhi - modis - hai - ji - india - minister - narendra - indian,1.0,False
855,during the brazilian period the kings could not earn as much by rearing cattle as atani and mabani earned by rearing cattle there will be billionaires 127 billion 97 billion what do you all think if i earn money by raising a donkey then everyone will be able to keep a donkey jahin jabarr taiga will answer in comment vox,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
856,what did modi do what kind of maida did he do tare ddanka bajrai again ddanka bajra modi jika danda kham danda nahi danda is a simple thar in the rule of congress so panso na sadhe chego salander ta to today baj bhai ke aruzo paanch bega salander hoge bai seventeen years old congress is nuj bhale of them so will give today nuji ni digate today they are saying about garesh that what did you do modi what did you do you have played the dance you have played the dance you have sung the dance na alta up janda doga hai chhi hai aap janda doga na today people in india are not dictators today there is a dictator ship in india they want to raise their voice of opposition they want to have a big discussion about what they are getting they want to make speeches they want to hold parliament they do not forget us parlamad houfe we are not debated even now about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about about in about about about about about about about,4,4_modi_modiji_gandhi_modis,"['modi', 'modiji', 'gandhi', 'modis', 'hai', 'ji', 'india', 'minister', 'narendra', 'indian']","['pyam modi is going to america on june 21 india badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan', 'how did americas people flatter money in the name of narendra modi there was a time when america had refused to even give a visa to the prime minister of our country modi ji and today in the white breath of the same america modi jis name sounds this no where can the worlds biggest arab husband open his mouth that he is a big fan of modi ji you know you know how did muska earn crores of rupees by becoming a fan of modi ji but first he will definitely switgrap the heat modi bhischichal the real modi during his visit to america when he met ruwa lon muss lon muss was so impressed by modi ji that he said that he would be a big fan of modi ji and now his tesla company will soon make a huge investment in india then what now now his great grandfather baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji', 'gorgpurbhe today modichi once again came to give green signal to troy about vande but modichi who considered me a fool made a big statement on the vande procession did not give even a single flight to wish farewell to the countrys middecember and to provide support today the leader from every corner of the country wrote to me you say run vande barat from our area also this is a rage of vande barat we tell you the truth about modi ji who fooled the public on vande barat vande barat is a train on which people sometimes showered stones sometimes it comes then with the chirping of a matter its next hissing is broken the next barat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat barat barat barat barat barat barat barat barat']",modi - modiji - gandhi - modis - hai - ji - india - minister - narendra - indian,0.957592644403504,False
857,ah khakha kakha kha so ram has been brought we have brought him ag bhi again in dilgi we have brought saffron for the third time in dilgi and then the jutfi will wear the congresss scarf wearing it every time chingin will shout this time again you vindu taadi nabar,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
858,today this campus of ip unursti is dedicated to the country we all have seen such wonderful facilities and such an ugly campus it would not be wrong to say that this campus is so beautiful tttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt if i take it then this patikalab vidan saba will get a lot of support in the punttivish of economics,18,18_india_university_institute_indian,"['india', 'university', 'institute', 'indian', 'campus', 'college', 'iat', 'today', 'industrial', 'lecturebesondere']","['today every day in india a new indian is being made today every third day in india an atal tinkering lag is being flown today every day in india every day a new indian is being made a dream today every day in india a new indian is dreaming every day a new iat and a new im are being created in india', 'today in india every day someone has made a university today in india every thirty days an atal tinkering lag will be opened', 'today in india every day one has opened a university today in india every third day one new institute will be opened today in india every two days one has opened a college today in india every day one institute is being established today in india every year one has become an iit and one has become an im']",india - university - institute - indian - campus - college - iat - today - industrial - lecturebesondere,1.0,False
859,lets start by saying modi ji please do it for free if you had kept four rupees in the hands of your close ones then what bad would have happened to you modi ji you took the entire rupee and gave it to your friend i took away the country and gave it to my friend i used to keep four rupees in a basket in the hands of the poor you have given the country to the poor,2,2_poverty_crores_crore_poor,"['poverty', 'crores', 'crore', 'poor', 'education', 'rupees', 'yojana', 'income', 'lakh', 'earn']","['there is a plumber i was this poor guy earns eight thousand rupees a month his son after completing his studies from a government school got admission in an it degree in computer science as soon as i grew up he got admission in it now when his child graduates from school he will get a salary of at least three lakh rupees so one child removes the poverty of the family if i gave this education to all the children so when these children grow up within a pd they will hopefully remove poverty from their families so just think when the country became independent in 1950 if we had done just one thing then it would have been amazing by spending one rupee all the governments of the country can make this school wonderful i feel that poverty would have gone away if atiya had looked at even better our mind says this our heart says that if we invest money in education then within a generation at least within ten to fifteen years the poverty of this country will go away this should happen first it would have happened long ago', 'the poor could not be given a guarantee of free food but the education minister garip could not guarantee that more than rs 80 crore people would get free food under the kalyan yojana and others are getting free food through the aishman yojana fiftyfive crore indians have got the guarantee of health and safety others could not guarantee to get rid of the disease but through the ujwala scheme about ten crore people have got the guarantee of a diseasefree life all of them in sano if the poor could not provide proper food to the poor if they could not give the money to the poor if they could not give the money to the poor if they could not give the money to the poor if they could not provide the money to the poor', 'mimosudhy adijis day is full of troubles it is such a thing that the poor are left with no money the books of poverty are becoming the burden of the poor they are also getting tataya from the nopri this palap barathe is giving us the poor things she is giving me the badya not this no etc addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi dagri losa i bada lami disease etc etc what will we do']",poverty - crores - crore - poor - education - rupees - yojana - income - lakh - earn,0.7199768636059671,False
860,at the international film festival up adia madalap ifi in lastier dojar bhais the jury hated ndau lipitt ndau lipitt called the movie a propoor film sudipto sen ino a jury member opposed ndau lipitt saying that ndau lipitt this is not a propaganda movie but after a year sudipto sen came out with this movie which was the story of kerala which was released in the year 2013 and this movie caused a controversy in the whole country but this movie went viral in west bengal later after the order of the supreme code this movie was banned even today there is a controversy going on in this country regarding this movie two balloons have been made which are propagating a movie,15,15_cinema_propaganda_films_film,"['cinema', 'propaganda', 'films', 'film', 'movie', 'movies', 'nazism', 'hitler', 'nazi', 'bjp']","['today no one in germany has made a propaganda movie which is in the present day in america but here in india it is a country this that whatever is in our country it was not customary to it in todays country a propaganda movie has been made in the written america today i made a propaganda movie but here india is such a country that i did not come to see whatever is in my country today i made a movie that shows respect for the country but i never felt in it that it was not something propaganda movie is manoch kumars upkar movie when we saw it slogan of jai jawan jai kisan was raised next is sunny dewals border movie in which it is shown about the war between pakistan and hindustan next is aamir kaans rangde basanti muvein in which the thoughts of the vagina are shown to connect with todays thoughts', 'at the international film festival up adia madalap ifi in lastier dojar bhais the jury hated ndau lipitt ndau lipitt called the movie a propoor film sudipto sen ino a jury member opposed ndau lipitt saying that ndau lipitt this is not a propaganda movie but after a year sudipto sen came out with this movie which was the story of kerala which was released in the year 2013 and this movie caused a controversy in the whole country but this movie went viral in west bengal later after the order of the supreme code this movie was banned even today there is a controversy going on in this country regarding this movie two balloons have been made which are propagating a movie', 'so without knowing the fort then the people who were interested in it were forced to play such a play or make such a movie in its support one of whose names is lenny raphens tall he is a photographer and came in direct contact with hitler this was an attempt to spread across germany how ineffective nazism was for germany ar vidiya vaad or vidiya vaad it would be wrong to think about germany apart from germany and whatever is with it in germany everyone kept getting manipulated and as we all have read in the history that prussia will take over in that matter the matter is gone the matter is gone the matter is gone the matter is gone the matter is gone the matter is gone the matter is gone the matter is gone the matter is gone the matter is gone the matter is gone the matter is gone the matter is gone the matter is gone']",cinema - propaganda - films - film - movie - movies - nazism - hitler - nazi - bjp,1.0,True
861,in the given problem the problem is solved by inquiring about the problem n taste,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
