"","i","audio_ocr_text","topic"
"77",3155515535,"song Jai Shri Ram japan Never saw Ram like this Jai Shri Ram Jai Shri Ram Jai Shri As if there was any Pathani Never saw Ravana Ram Ram Ram Ram Ram Ram Ram Ram Ram Ram Hanuman made it as if there was any Pathani As if there was any Pathani or not Have you ever seen such Ram Ram Ram Ram Ram Ram Ram Ram Leela and Ramayan For years we have been seeing the faces of our Gods Ram Ram Ram Ram Ram Ram khiji shows Kalam bhi teri jalegi bhi teri dialogue bhi tere",4
"78",3152151138,"all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is like running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people BJP will benefit from India's arrival.",4
"79",3146687444,"adanam ji drives a truck in tarjadar sangel and ajam will paint with rahu ji if you are good looking if you are good looking you have to take money from the drivers waist and earn it with nadya then it becomes a board for the rate together with each other yesterday there was a frightful peak four majalags become charfe this na se aad daad becomes prad nor does he become prad he becomes prad i that in in in a a a a a a a the the the the the the the the the by by for for india india bjp here here here ji on rahul as to to to to to to to to to to to month month and and and families we you when gandhi is new how do do do drive drive drivers drivers yes about about about its its difficult difficult much much earn earn earn hard 10000 can can can what theres so now have have nothing people people people people watch watch full video taljinder singh truck truck truck truck truck driver driver driver america today will with with with washington dc york 190 kms compared compared who same survive survive there there ones ones has been voted power inflation understood true dharma one helps others american indian lot difference sawaari las las las aguilas whereas trucks comfort according rates agu four five lakhs easily 8000 8000 8000 8000 10000dollars dollars dollars dollars approximately eight lakh rupees fruit hp 63 kin irs ag nowunderstood fu",4
"80",3185224114,"come three hundred and eighty districts will be created in the whole city cosmetics and jheelon will be spread all over the city now when you go to the whole city you will see the districts pumsurat will expand and the surrounding lands will expand city ​​of lakes delhi city of lakes delhi city of lakes delhi",4
"81",3168138401,"if lahaul gandhi ji shows his power again when manipur wakes up manipur will be in a better place whoever disobeys the faith of any country will cross the police bridges and cross the cattle tension then the police will be able to claim it they will make this claim that the cows have been caught the cows have been drunk the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police the police these yeh yeh avvani police yeh yeh avvni police yeh yeh avvni police yeh yeh avvni police yeh yeh avvni police yeh yeh avvni police yeh yeh avvni police yeh yeh avvni police yeh yeh avvni police yeh yeh avvni ",5
"82",3153119725,"tamaldo is the secretary of bjp sg suriya has been arrested by madurai police on the allegation that he had posted such obscene messages he is an mp for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for the police for policemen to policemen ",5
"83",3166021136,"oh my oh my  oh my oh my oh my oh my ooh my 2 2 2 2 2 2 2 2 2 2 and and and and and and now special priceponycomph nokia nokia nokia nokia nokia nokia nokia nokia nokia nokia nokia play play play play play play play play play play max max max max max max max max max max specs specs specs specs specs specs specs specs specs specs 8000m 8000m 8000m 8000m 8000m 8000m 8000m offer shop sponsored 209 5000mah battery battery battery battery battery battery battery 16gb 16gb 16gb 16gb 16gb 16gb 16gb 000mah 000mah 3000mah 8000mah 8000mah 8000mah 8000mah reels batt 209k pecial priceponycomp 89",5
"84",3167105118,"on the other side inside the car too i can see the same car chandrushekar azad or some other people were traveling with him in disguise badaaj hoge hai sami bekhar khelle te khekshar azad to shpti puse hain this jje gyadi innings to kuch marakhar was that innings ji jabashchan breaking news exclu Azad touching the bullet December 20224 Nili News U excl excl exclusre exclusire exclusiee now breakino clusiv god finow Deadly attack on Chandrashekhar Azad xclusive kclusive finow Deadly attack on Chandrashekhar Azad inow Deadly attack on Chandrashekhar Azad inow Deadly attack on Chandrashekhar Azad hinow Deadly attack on Chandrashekhar Azad breaking inow Deadly attack on Chandrashekhar Azad dreaking top news download sive tinow Deadly attack on Chandrashekhar Azad tnam Deadly attack on Chandrashekhar Azad inow Firing on Azad in Deoband, Saharanpur exclul inow Deadly attack on Chandrashekhar Azad a inow Deadly attack on Chandrashekhar Azad Attack inow Deadly attack on Chandrashekhar Azad clusi inow Deadly attack on Chandrashekhar Azad exci lclusive ex ureaking exclusiva now Deadly attack on Chandrashekhar Azad abp um inow Deadly attack on Chandrashekhar Azad abp ur exclo now Deadly attack on Chandrashekhar Azad abp un exclus inow Deadly attack on Chandrashekhar Azad Attack abp una exclusse",5
"85",3168563294,"the obviouscellent video falar hee  luls            news vox It is my duty to share their sorrows and provide relief to as many people as possible med an 2023 24 te teal dr tear team team teama team of team ofo dr vand team of of team of off team of offi team of offic installi installa team of offices imas rs installat team of office b installati team of office bel sunda as pres team of office bea sunday installation team of office beare sunday sunday sunday 21 team of office bearer dr vanda sunday 211 as presi team of office bearers indi sunday 21 n sunday 21°n nagpur sunday 21 may as presid team of office bearers f indian me nagpur branch team of office bearers fa dr vandana installation ce team of office bearers fo sunday 21 maya installation cer team of office bearers for sunday 21 may 20 installation cen installation cerd sunday 21 may 202 installation cerem sunday 21 may 2023 as president indian medical asso team of office bearers for the installation ceremy installation ceremd installation ceremo installation ceremos installation ceremony sunday 23 may 2021 team of office bearers for the yeara sunday 23 may 2023 team of office bearers for the year 2 installation ceremony team of office bearers for the year 20 indian medical association installation ceremony team of office bearers for the year 20 tnstallation ceremony et team of office bearers for the year 2023 dr vandana kati installation ceremony of dr vandana kate team of office bearers for the year 2023 installation ceremony vox",5
"86",3163891085,"oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh                                  criticized n64iyor  plant singing in book of bhagavan With the cooperation of my father voters and all cooperative friends, always working fan page lahu kanade is being rendered and aa kanade ya ahmednagar edition jan 222023 page no8 newspaperpudharicoin kanade's efforts were around 23 or during the pudhil period also in the village Gat Valali Municipal Council as such voters pudhari rahuritil 32 32 villages aso or shrirampur de 2 Koti 76 lakhs have been received and a fund of Rs. 48 lakh has been given to Srirampur and Rahuri talukas. Shrirampur Assembly Constituency 2970 Km. Received 27 long 550 km rupees 4 crore rupees, after losing development work, Matapur Padhegaon got information that Lahu Kande has been cut for all-round development, and Lahu Kande has given 95 lakh rupees for all the roads, and the mountain has been raised for all the roads, there is relief in the talukyat area, 48 lakh rupees has been filled with funds, Shrirampur assembly constituency Sanghar Bhokar 43 long roads, due to efficiency, the target of crores of rupees has been resolved by the public. In the last three years, the target of Taklibhan to Karegaon road in the constituency is 9210 km long, Rs 9 crores, 15 Srirampur assembly's new funds have been approved, 2350 crore rupees have been sanctioned for about 26 km roads. Lakh Rasta Prazima, everywhere in the Sangh, Aa Kanade 63 Lakhs, from Muthevadgaon to Lagali, Aa Kanade, about his efforts, as per the aim of Shrirampur Taluk, Kanhegaon, Aa Kande, 229 Expressed joy, after losing the banana ambition, he attained Matapur Padhegaon, Aa Lahu Kanade, dedicated to all-round development, Chief Minister Gramsadak Yojana Regarding the functioning of Srirampuram Shrirampur Pudhari Vritta Seva Srirampur Taluk, crores of rupees 63 Lakhs 63 Lakhs received for Anagar district under Srirampur Assembly Constituency Sangharam 2, due to which Matapur Padhgaon has been achieved, Kanade is committed for all round development. About the functioning of Rs 6 crore 63 lakh Muthevadgaon, Shrirampursa Shrirampur talukyat's crore 48 lakh rupees filled fund, Shrirampur assembly constituency's rendering of Rs 48 lakh rupees filled fund, Srirampur talukyat's crore 48 lakh rupees filled fund, Shrirampur assembly constituency's ambition, Matapur Padhegaon was received by the blood Kande. He is committed to all-round development of 32 32 villages of Aso or Shrirampur, about Rs 6 crore 63 lakhs from Muthevadgaon to Lagali and Kande. Shrirampursar Lakshya Taklibhan to Karegaon road constituency has received funds worth Rs 50 crore and Rs 50 lakh from Kande in the last three years. 27 length and 550 km. After losing the ambition of development through Rs. 4 crore and getting Matapur Padhgaon, Aa Lah Kande committed for all round development Rs. 6 crore 63 lakhs started in Muthevadgaon. About the working style of Aa Kande in Srirampur along with Srirampur taluk, the fund of Rs. 48 lakhs in Srirampur Assembly Constituency came to Muthevadgaon. Rs. 6 crores 63 lakhs started in Muthevadgaon. Shri Rampur Singh's information about the functioning of Aa Kanade, Aa Lahu Kanade is relief for 95 lakhs or all roads, Lahu mountain is relief. Information about Aa Lahu Kanade, 15 lakhs is relief for all roads. jan 22 2023 page no8 Te Kanhegaon Rasta Ijima 229 Anand expressed joyous information that 95 Lakhs or all the roads have come up with relief. Information about how 95 Lakhs or all the roads have come up with relief. Information about Lahu Kanade being committed for serious development, Lahu Kanade has raised 95 lakh rupees, relief has come for all the roads, he has got Matapur Padhegaon after losing his importance, Lahu Kanade has hope of getting the workers who are committed for serious development, the question of thread in Srirampur, MLA Kanade's call, after 25 years, the money from PF has gone waste. MLA Lahu Kanade testified that Kanade had done the lesson after just three months, in the spirit of humanity, he could not get all the cases, Assistant Registrar Sandeep Kanade, in the meeting, Textile Industry Subsistence Fund, only Kanade, Deputy Commissioner, Rudraksh Satish, Shankar Fargade, on this. Regional Deputy Commissioner of the department, Sutgirni Avasayanat, Saswade has played a positive role after registering Lokmat Lokmat News Network Sutgirani has been deprived of its registration, hence informed the authorities regarding it, Avasyanat will be set up for co-operative Pathpurawa Sutgirani, Avasyanat has come in 1994 to provide future subsistence fund, MLA Lahu Kanade has been transferred for permission and construction permission. Actions have been taken regarding the construction of offices in Ahmednagar, the citizens of Ahmednagar are facing a lot of unemployment, their Pathpuravyala is famous, they have got branch offices, and also there is various urban development, Ahmednagar branch is the Pathpurava Banana, Kanade has given construction permission to the citizens and MLA Kanade has got 10 construction permissions in Shrirampur. Ahmednagar Shrirampur Nevas. And Rahuri or seven related works, the work done under the Gairsoy Door Town Planning Scheme, the residents of the area, the houses of Akole Sangamner, Rahata, Kopargaon Taluk, the representatives of the banana workers, the Town Planning Department, the representatives of the urban planning assistant director of the Town Planning Branch at Srirampur, the report assistant should go here as soon as the cost is met, the citizens of Gairsoy Door Taluk. Binsheti Yojana, Shrirampur office, the office being implemented for the scheme, should go to Ahmednagar, Director, Nagar Rachna, Ahmednagar, due to the cost of conversion of the office of Lavad office, due to which, due to the cost, the banana government in the rural areas, with respect to the urban development department, on Monday, 10th Northern Talukiya citizen Shivaji Gunjal Mangalsingh Sadhu's contact with Amitkumar Saswade, assurance of taking the rightful money of the workers till today. Instead of building permission at Shrirampur, Shirdi Shirdi and 11 rural constituencies included in Shrirampur and 11 rural constituencies, branch office of city structure in the northern part of Shrirampur, Sakal Vritta Seva office, northern Shirdi, as per the demand of Shirdi Loksabha, if Shirdi was the northern taluk of Loksa district, then in order to do away with it, there would have been a Pathpurawa banana. As per the demand of MLA Kande, Govind Sutgirini of Sutgirani, the workers Mothya himself would have filled the money with his hands, after which Shikka Maroon has been converted into the Provident Fund, as per the demand of the representative office of the banana workers, if Shidaun was the northern taluk of the Lok Sabha district, then there would have been a government structure to remove it. On Monday, at 10 pm, the Law Office of the Government of Uttar Pradesh was transformed into the Law Office of the Northern Taluks, the Government of Lahu Kanade, instead of the Law Office of Shri Rampur, the decision of construction permission and approval is taken by the Corporation or the Government in the morning, etc., in the presence of Avasayanar, both the Sutgirani workers, Shivaji Gunjal and the Claim Application Office in the Northern Shidoun. As per the demand of the Lok Sabha, Shirdi took the initiative of resigning from the government to remove the talukas of the northern taluka of Shirdi Lok Sabha district. On the occasion of the meeting, Assistant Registrar Sandeep Kande addressed the meeting of the Textile Industry Subsistence Fund Company, Deputy Commissioner, and for this purpose, the conversion of the Law Office, which used to be Pathpurava Banana, was done by the Government, and the work of the Operating Office, implemented for the Gairsoy Door Urban Development Scheme, was done in the northern talukas of the Lok Sabha district. As per the demand of Northern Shidi Lok Sabha, Shidi Lok Sabha should have its Pathpuravalaya Yash Aale branch offices and the various officers have become busy in the situation. There is no control on the goons who indulge in hooliganism at this place, the incident of violence in Srirampur taluk happened only on the other hand, MLA Kanade, while discussing with the police, Pravara Nadivar, while the visas were available, Chimuklivar atrocities in Srirampur, there was no tender in the early hours of the night, on the contrary, there was violence in the villages of the hooliganism, the police bus station building. Serious question regarding the very old police system. Due to the 220 KV police station in MIDC or its actions, many people are getting employment due to which the government has to settle down the policemen, hence the government has demanded to erect the BOT bus station building there. He said only 10 acres of land are being used for killing and settling them. Shrirampur is the only taluka of the convention, Lokmat News Network, he has issued a notification for the two years of the one-year-old Naradhama, an environment has been created, Kande has created a high pressure environment, the demand for the convention is Shrirampur, the infamous hooligan hast, Kande said, Shrirampur. Among the general public, there should be no control on the level of blood kanade, there is no control, there is no control, there is no control on the level of blood, there is no control, there is no control, there is no control, there is no control, there is no control, there is no control, there is a building, the building is very old, it is not on the contrary, it is the culture of the villagers, there is no control, there is the problem of gundavar. There is no control, there is no control, there is no control, there is no control, there is no control, there is no control. On the other hand, the police have resorted to river blood in Canada, where chimuklivar atrocities are being planned, hence the government should not have any control on BOT goons. On the other hand, only policemen, on the other hand, have no control on the flow of blood, on the other hand, on the rampages, on the other hand, on the other hand, on the other hand, on the other side, on the police, on the banks of rivers, on the flow of water, there is no control on the flow of criminals. On the other hand, Policemen's Pravra river blood Kanade chi Chimuklivar atrocities were carried out early in the night. On the other hand, policemen's Pravra river blood Kanade chi Chimuklivar atrocities were carried out during the early hours of the night. Notification has been issued for the two years' blood Kanade jan 22 2023 page no 8 Ahmednagar City. 22012023 Fund sanctioned, Rs 2 crore 76 crore received under Akande Punyanagari Chief Minister Gram Sadak Yojana, 2350 crore fund received for Shrirampur taluk, MLA Lahu Kande, Rs 6 crore 63 lakh, received from Muthevadgaon, information about the functioning of Kande, Rs. 6 crore 63 lakh, received from Muthevadgaon, about the functioning of Kande, Shrirampur. Aa Lahu Kanade 95 lakh yaar lahu dongar ubha raha hai aa lahu dongar ubha raha hai aa Lahu Kanade 95 lakh ya lahu dongar avaha relief for all the roads Aa lahu kanade 95 lakh yara lahu dongar ara bhava relief for all roads Lahu Kanade 95 lakh yara lahu dongar aa relief has come for all roads Lahu Kanade Lahu Kanade 95 lakh yara lahu dongar aa relief has come for all the roads Lahu Kanade has cost Rs. 6 crore 63 lakhs in Muthevgaon in the last three years in the villages of the villages of Aa Kanade Regarding the working style of Shrirampur Singh village, the Municipal Council of the previous village, Asha Voter Ltd., Ahmednagar City 22012023 Rs. 6 crore 63 lakhs came to Muthevadgaon, regarding the functioning of Shrirampur Singh Kande, success in the efforts of MLA Lahu Kande, construction of new office of Marathwada, North Maharashtra expressed joy, to celebrate the merits of the students of Shrirampur village. I testify that I will help you if a case will be filed against the two of you who gave it in the future. He once or a while dedicated his heart to all the children for the sake of Bhagwat children and society. Or, he has given further praise to all the children. Or he has given MLA Lahu Kanade, Ramble among child painters, Painter Bhatkumar Uthavat and Painter Ravi Mahiti Militach and immediately visited Shivras. At this time, Kanishe Taluka President Arun Patil, who had come to the area, MLA Kanade, was not interested in this because he was new to it, Kandalkar Meenal Bhagwat etc. were present, Bhagwat's Rangalhari Kalavalnat painting in the camp, Bal Vidyachi Aapalya Kala, Arogya Mitra of Naik Nagevava Pratisthan, Subhash Sundar, camp of signature and calligraphy is going on, Sadar Karna Gung is being inaugurated. While sitting on the ground along with the children, Rangalhari children of Shrirampur city sat on the ground and sat on the ground together with Bhagu Gaikwad Ashokraj and Gorakh, Gorakh pushed the pictures, they sat on the ground and gave a humorous dialogue, Loksatta representative for government work, Dalakade e Najata Apnakade, Yavekanade sect, all the suffering people live in Gunyagovindane, Gyaneshwar Murkute, Ashok Kanade, Zaidabi representative, Shrirampur city president, Anuradha etc. Or the time when former corporator Ravindra Gulati Rajesh is known as Shrirampurat, here are the diverse religions, Arun Naik Mukhtar Shah, Rajendra Pawar, MLAs distributing ration cards to the citizens of Shrirampurat, pouring blood and other beautiful signatures and calligraphies, Shibir Guru Aahe Sadar Kartun, his speech would have been broken, Gaikwad Ashokraj and Gorakh 1. Arogyavar speaking, I am running fast to supply digital resources for quality education. My father's people's development will never stop. My father's voters and all the co-operative friends will soon get skills and employment through training. Easy pedagogy for students and teachers. Planned action for all-round development. More than 80 works, fully fertilized, all the works have been carried out by the people of Dalnavalana constituency. Major roads having blood vessels, planning for solving the winning question in the constituency, recognition of employment projects for direct mothers, opening gymnasium facilities for youth in villages and cities, Srirampur Rahuri Assembly Constituency MLA, Lah Kande, wishing to start an innovative experiment, every person, Mr. Amrit Dhumal, Ms. Agye Khilari, always working in collaboration with Shrirampur Assembly Constituency, grand employment. More than 1000 youth jobs are available for students and teachers. Soy Mashree Amrit Dhumal Mashree Ajay Khilari Ahmednagar District Congress Minority Department Branch Shrirampur Sarabjitsing Yug Nare Sarabjitsing Chug Marabjitsing Yug Ma Nabalashi Connect Wha f f url",5
"87",3135575876,"by providing rebellion for himself he accused minister modi that modi you are a simple tomboy i left it wrong somewhere my wife listen to a hawk when you make practical promises you have to torture me again you brother you are wet now what are you doing now in this season we would have got married in todwadi bish in 2019 we would have got married to our sister in todwadi bish we would have got married now look at this in unnis we would have got married neither would the money be given to the bride nor would deogpati pachan give the money nor would he give me a donation now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now now Poonam Pandit's marriage Modi ji broke Poonam Pandit's marriage Modi ji broke Poonam Pandit's marriage Is it true Poonam Pandit's marriage Modi ji broke Poonam Pandit's marriage Modi ji broke Poonam Pandit's marriage Is it true Poonam Pandit's marriage Is it true that Modi broke his life?",5
